date,broker,buy_volume,sell_volume,buy_vwap,sell_vwap,start_balance,end_balance,efficiency_score,short_interest,profile
2024-08-23,TD Securities,15471,47705,0.1615,0.1656,9598881,9666105,0.92,1822,HNW
2024-08-23,BMO Nesbitt Burns,14929,31323,0.1667,0.1743,9734755,9783962,0.87,1021,Retail
2024-08-23,Scotia Capital,49587,12350,0.2434,0.1713,8031068,8043781,0.76,12280,Retail + Institutional
2024-08-23,National Bank Financial,2541,49135,0.1989,0.2021,9589288,9542162,0.88,12876,Retail
2024-08-23,Canaccord Genuity,23793,35938,0.2098,0.1825,8779839,8756299,0.71,4525,HNW
2024-08-23,Raymond James,16854,33576,0.1571,0.241,1404988,1376111,0.98,1899,Retail
2024-08-23,Desjardins Securities,11431,34809,0.1715,0.1757,3754385,3850412,0.96,17295,Retail + Institutional
2024-08-23,Laurentian Bank,17842,21414,0.1641,0.2087,6541054,6511553,0.74,2611,HNW
2024-08-23,HSBC Securities,28480,10839,0.2183,0.2188,2003217,1911619,0.91,6094,Retail
2024-08-23,GMP Securities,1870,35778,0.208,0.1972,7716294,7670236,0.88,13093,HNW
2024-08-23,Credential Securities,44866,42877,0.2482,0.1832,5269131,5245912,0.92,13541,HNW
2024-08-23,PI Financial,22116,1751,0.1738,0.2137,6476993,6437427,0.97,5793,Institutional
2024-08-23,Industrial Alliance,31415,36661,0.2272,0.1787,1671002,1577311,0.76,11915,Retail
2024-08-23,Edward Jones,2919,45788,0.2187,0.1655,1398633,1471998,0.88,16763,Institutional
2024-08-23,UBS Securities,11854,40103,0.2197,0.1535,1003110,977858,0.85,3456,Retail
2024-08-23,Goldman Sachs Canada,11128,37045,0.1766,0.2286,6606031,6698987,0.88,11056,Retail
2024-08-23,JP Morgan Canada,19821,28111,0.1635,0.2449,4883409,4878132,0.92,11513,HNW
2024-08-23,Morgan Stanley Canada,46442,25362,0.1655,0.231,3555372,3653424,0.77,1128,Institutional
2024-08-23,Merrill Lynch Canada,13190,42609,0.1982,0.1736,3151802,3140439,0.72,14913,Institutional
2024-08-23,Interactive Brokers Canada,2707,22327,0.1759,0.2332,6610175,6518301,0.93,11462,HNW
2024-08-26,RBC Capital Markets,14853,42329,0.1626,0.2349,7379783,7395379,0.99,18396,HNW
2024-08-26,CIBC World Markets,19456,6280,0.247,0.1522,1218358,1172071,0.79,17369,Institutional
2024-08-26,TD Securities,37086,36571,0.1714,0.153,9431073,9526494,0.86,6059,HNW
2024-08-26,BMO Nesbitt Burns,13360,7929,0.2377,0.1694,9125637,9111762,0.92,19402,Retail
2024-08-26,Scotia Capital,17774,38740,0.1843,0.2041,5662425,5697973,0.95,2027,Institutional
2024-08-26,National Bank Financial,18061,5982,0.1827,0.2326,1154669,1159500,0.94,6364,Retail
2024-08-26,Canaccord Genuity,21669,48768,0.2108,0.1778,1201578,1126715,0.77,16493,HNW
2024-08-26,Raymond James,6607,9893,0.2163,0.2009,2647093,2558260,0.76,1396,Institutional
2024-08-26,Desjardins Securities,5436,7904,0.1627,0.2046,4223389,4235213,0.9,15357,Retail + Institutional
2024-08-26,Laurentian Bank,43461,40884,0.1681,0.1644,1949181,1950784,0.75,5703,Institutional
2024-08-26,HSBC Securities,44923,18228,0.2059,0.1965,7345511,7327590,0.85,13952,HNW
2024-08-26,GMP Securities,22234,9345,0.2334,0.2173,4230782,4223703,0.96,8988,HNW
2024-08-26,Credential Securities,3490,29954,0.1511,0.1766,2288122,2352580,0.88,13878,Institutional
2024-08-26,PI Financial,45341,33356,0.243,0.211,8494693,8554089,0.96,17426,Retail + Institutional
2024-08-26,Industrial Alliance,1730,14955,0.2064,0.2176,7616252,7649815,0.94,1992,Retail + Institutional
2024-08-26,Edward Jones,39125,37147,0.1673,0.1754,1950892,1991599,0.73,17305,Retail
2024-08-26,UBS Securities,14111,18760,0.1763,0.1969,5851309,5942422,0.71,3651,Institutional
2024-08-26,Goldman Sachs Canada,33093,14975,0.2229,0.2294,8362178,8393988,0.81,5422,HNW
2024-08-26,JP Morgan Canada,11447,9803,0.2095,0.1547,5329505,5319086,0.8,5976,Institutional
2024-08-26,Morgan Stanley Canada,4411,30789,0.1778,0.219,2200163,2123444,0.75,10148,Retail + Institutional
2024-08-26,Merrill Lynch Canada,43392,7616,0.2274,0.1749,8189111,8174321,0.92,19225,Retail + Institutional
2024-08-26,Interactive Brokers Canada,31577,25681,0.1644,0.2103,1089871,1017636,0.97,15959,Institutional
2024-08-27,RBC Capital Markets,36178,3420,0.2027,0.2061,4150998,4164534,0.74,16092,Retail + Institutional
2024-08-27,CIBC World Markets,4458,12803,0.1702,0.1901,7577155,7566793,0.83,7687,HNW
2024-08-27,TD Securities,29760,47204,0.201,0.1512,1944406,1857101,0.89,18690,HNW
2024-08-27,BMO Nesbitt Burns,25146,40192,0.1752,0.1743,8118776,8144732,0.85,2361,HNW
2024-08-27,Scotia Capital,15469,30662,0.19,0.1612,2589907,2520947,0.92,9575,Institutional
2024-08-27,National Bank Financial,32079,25502,0.1833,0.2047,6259001,6267175,0.97,14151,HNW
2024-08-27,Canaccord Genuity,29289,18170,0.1556,0.2414,5590996,5568612,0.96,2776,HNW
2024-08-27,Raymond James,44409,21211,0.1963,0.2224,3709765,3617600,0.92,4430,Retail
2024-08-27,Desjardins Securities,46195,3701,0.1922,0.2436,1395486,1314052,0.74,3137,HNW
2024-08-27,Laurentian Bank,20956,6205,0.1748,0.198,5534701,5525043,0.75,4832,HNW
2024-08-27,HSBC Securities,7755,24702,0.2426,0.1769,5600172,5526125,0.73,12412,Institutional
2024-08-27,GMP Securities,24758,2831,0.1518,0.1506,8863178,8864691,0.9,11290,Retail + Institutional
2024-08-27,Credential Securities,26022,5896,0.2037,0.2249,2488530,2572208,0.99,1831,HNW
2024-08-27,PI Financial,3823,17601,0.1855,0.1799,7314498,7348658,0.77,17240,Institutional
2024-08-27,Industrial Alliance,37069,22848,0.1706,0.2422,4715692,4643751,0.74,2177,Retail + Institutional
2024-08-27,Edward Jones,35053,26226,0.2003,0.1551,6960115,6926731,0.87,13255,HNW
2024-08-27,UBS Securities,2104,35377,0.1525,0.1691,5005066,5024665,0.9,12043,Retail + Institutional
2024-08-27,Goldman Sachs Canada,7676,8220,0.2499,0.2383,1924054,1856008,0.89,9270,HNW
2024-08-27,JP Morgan Canada,11258,25853,0.2276,0.2027,1613489,1687661,0.87,2568,Institutional
2024-08-27,Morgan Stanley Canada,33515,27182,0.1535,0.1901,9414312,9331002,0.82,18936,Retail
2024-08-27,Merrill Lynch Canada,29469,14830,0.1872,0.2424,3101252,3048131,0.8,3600,Retail + Institutional
2024-08-27,Interactive Brokers Canada,44776,31025,0.165,0.1714,9061603,8980626,0.76,10944,HNW
2024-08-28,RBC Capital Markets,9714,32469,0.2012,0.1593,9621215,9606561,0.84,10757,HNW
2024-08-28,CIBC World Markets,10532,8682,0.1808,0.2043,3326028,3329823,0.84,19982,HNW
2024-08-28,TD Securities,6341,15512,0.1529,0.2062,3674357,3679377,0.86,11073,HNW
2024-08-28,BMO Nesbitt Burns,36601,44420,0.2461,0.216,4024828,4010513,0.71,17326,Institutional
2024-08-28,Scotia Capital,6199,38843,0.2133,0.1959,3999098,3904228,0.84,11125,HNW
2024-08-28,National Bank Financial,22676,46233,0.1943,0.2123,8977992,8960273,0.98,12244,Retail + Institutional
2024-08-28,Canaccord Genuity,2011,35399,0.1518,0.1836,4977008,5040563,0.87,13083,Institutional
2024-08-28,Raymond James,9618,41946,0.2492,0.1885,6229606,6185685,0.86,10287,HNW
2024-08-28,Desjardins Securities,16640,5639,0.2426,0.1946,6035550,6015350,0.77,1788,Retail + Institutional
2024-08-28,Laurentian Bank,44357,21542,0.1893,0.1514,3665563,3733163,0.72,2864,Institutional
2024-08-28,HSBC Securities,38862,47439,0.1907,0.2165,2297108,2340966,0.97,19349,Institutional
2024-08-28,GMP Securities,9585,36577,0.1696,0.1844,3293253,3205271,0.94,17604,HNW
2024-08-28,Credential Securities,16912,45683,0.2254,0.1765,6130841,6151749,0.71,8912,Retail + Institutional
2024-08-28,PI Financial,40029,38336,0.2206,0.1787,2519529,2504520,0.79,12470,Institutional
2024-08-28,Industrial Alliance,46133,18611,0.2205,0.2254,1693124,1778346,0.74,12085,Institutional
2024-08-28,Edward Jones,32869,11105,0.1928,0.2031,5689015,5625891,0.75,5123,Retail
2024-08-28,UBS Securities,23810,32060,0.1611,0.2371,8642413,8650808,0.78,4862,HNW
2024-08-28,Goldman Sachs Canada,38410,36272,0.2397,0.1542,3567235,3508520,0.71,1304,HNW
2024-08-28,JP Morgan Canada,6147,44056,0.2298,0.2283,1112604,1148407,0.91,19553,Retail + Institutional
2024-08-28,Morgan Stanley Canada,17033,44982,0.1752,0.1533,7886390,7810808,0.96,17599,Institutional
2024-08-28,Merrill Lynch Canada,22132,2117,0.2392,0.1606,9281807,9299640,0.82,3420,Institutional
2024-08-28,Interactive Brokers Canada,23089,32350,0.1618,0.1711,6307544,6277270,0.72,3794,HNW
2024-08-29,RBC Capital Markets,34126,4349,0.1763,0.22,3760806,3719556,0.99,13184,Retail
2024-08-29,CIBC World Markets,25059,38099,0.1673,0.2294,9423129,9428618,0.72,8191,Institutional
2024-08-29,TD Securities,10536,2381,0.1621,0.1541,7904301,8001382,0.73,11051,HNW
2024-08-29,BMO Nesbitt Burns,26014,22669,0.2014,0.2311,1359130,1370104,0.73,19863,Retail + Institutional
2024-08-29,Scotia Capital,49877,22049,0.2143,0.1806,3337936,3349446,0.88,1332,Retail + Institutional
2024-08-29,National Bank Financial,48154,47452,0.2119,0.2466,7356644,7293458,0.81,12791,Institutional
2024-08-29,Canaccord Genuity,44926,3950,0.199,0.1785,2303515,2204912,0.83,19155,Retail + Institutional
2024-08-29,Raymond James,38908,25073,0.1792,0.2222,9724367,9732287,0.7,18349,Retail + Institutional
2024-08-29,Desjardins Securities,17294,8351,0.2358,0.2239,1367948,1335744,0.81,5145,Retail
2024-08-29,Laurentian Bank,29083,7444,0.1855,0.1751,3397453,3438301,0.95,1118,Institutional
2024-08-29,HSBC Securities,3377,38817,0.1628,0.2213,7650517,7658039,0.89,16305,HNW
2024-08-29,GMP Securities,31292,21820,0.2191,0.1697,2498794,2506617,0.75,10743,HNW
2024-08-29,Credential Securities,3840,21586,0.1656,0.1682,3012910,3100850,0.87,5308,Retail + Institutional
2024-08-29,PI Financial,8292,38146,0.224,0.2336,4130079,4055698,0.91,7486,HNW
2024-08-29,Industrial Alliance,48544,25536,0.178,0.2158,4734161,4787273,0.92,3983,Retail
2024-08-29,Edward Jones,14362,18111,0.1989,0.1892,9631454,9646499,1.0,6772,Retail + Institutional
2024-08-29,UBS Securities,7980,36409,0.2252,0.214,2767273,2767897,0.89,10278,Retail + Institutional
2024-08-29,Goldman Sachs Canada,47574,40206,0.2266,0.1634,2037256,2010024,0.78,7814,Institutional
2024-08-29,JP Morgan Canada,34636,35124,0.2417,0.1641,5053673,5028446,0.97,9789,Institutional
2024-08-29,Morgan Stanley Canada,19682,47428,0.2464,0.2219,6194395,6216789,1.0,8840,Institutional
2024-08-29,Merrill Lynch Canada,26869,15469,0.2145,0.1966,7309052,7335460,0.78,11731,Institutional
2024-08-29,Interactive Brokers Canada,36445,14139,0.1881,0.2324,5949182,6048557,0.95,2713,Retail + Institutional
2024-08-30,RBC Capital Markets,27238,10535,0.2253,0.1949,7833908,7916901,0.7,6597,Institutional
2024-08-30,CIBC World Markets,35436,43351,0.2091,0.2326,3577260,3519255,0.76,17627,Retail + Institutional
2024-08-30,TD Securities,23457,48253,0.2433,0.2396,6786654,6710731,0.77,19354,HNW
2024-08-30,BMO Nesbitt Burns,20880,39559,0.22,0.2484,2579435,2657400,0.85,3555,HNW
2024-08-30,Scotia Capital,29175,4256,0.1797,0.1507,1233308,1290802,0.87,14468,Retail
2024-08-30,National Bank Financial,39824,21907,0.154,0.2492,8262373,8289729,0.8,6020,HNW
2024-08-30,Canaccord Genuity,2049,43469,0.2382,0.1652,9459545,9479237,0.8,1763,HNW
2024-08-30,Raymond James,49661,15296,0.2028,0.2179,6578073,6524633,0.77,19871,HNW
2024-08-30,Desjardins Securities,27641,12114,0.2109,0.238,6476301,6555223,0.97,3499,Institutional
2024-08-30,Laurentian Bank,15265,24729,0.2412,0.2236,5286455,5242013,0.81,10019,Retail + Institutional
2024-08-30,HSBC Securities,13069,22692,0.2286,0.2445,4711602,4772543,0.88,18488,Institutional
2024-08-30,GMP Securities,18833,43175,0.1911,0.1533,8614538,8596601,0.75,15148,Institutional
2024-08-30,Credential Securities,40742,4116,0.2166,0.2435,8312370,8367515,0.83,16671,HNW
2024-08-30,PI Financial,39409,18650,0.1651,0.1644,8639786,8700764,0.74,10676,Retail
2024-08-30,Industrial Alliance,18433,26148,0.198,0.197,9830681,9888914,0.88,10327,Retail
2024-08-30,Edward Jones,45149,28937,0.162,0.1809,4713141,4782058,0.78,17753,Retail + Institutional
2024-08-30,UBS Securities,34760,40485,0.2206,0.2489,8546733,8631665,0.98,8131,Institutional
2024-08-30,Goldman Sachs Canada,24086,49841,0.2457,0.2049,4592757,4560296,0.99,17855,Retail
2024-08-30,JP Morgan Canada,39679,25627,0.1986,0.1862,7090111,7129168,0.9,5972,Retail
2024-08-30,Morgan Stanley Canada,23784,13713,0.1728,0.1516,8948625,8851435,0.9,7775,Institutional
2024-08-30,Merrill Lynch Canada,46904,12291,0.2406,0.1796,4110225,4065109,0.8,19774,HNW
2024-08-30,Interactive Brokers Canada,31968,23695,0.2156,0.2173,5782843,5844058,0.71,10162,Retail + Institutional
2024-09-02,RBC Capital Markets,30109,47505,0.2122,0.1601,8397617,8377226,0.79,2864,Institutional
2024-09-02,CIBC World Markets,27944,48114,0.177,0.2162,4796477,4702628,0.72,11958,Institutional
2024-09-02,TD Securities,45030,24711,0.2447,0.1837,2921330,2854640,0.81,17547,Retail + Institutional
2024-09-02,BMO Nesbitt Burns,7729,24728,0.1653,0.1693,3322508,3333428,0.81,13528,Retail
2024-09-02,Scotia Capital,16826,12787,0.1914,0.2378,1249918,1334485,0.9,17695,HNW
2024-09-02,National Bank Financial,16584,21034,0.1775,0.173,8259428,8288139,0.91,18503,HNW
2024-09-02,Canaccord Genuity,38654,27091,0.2344,0.1631,1865591,1810742,0.99,10959,Retail
2024-09-02,Raymond James,31829,18321,0.1904,0.1738,1414234,1467025,0.99,11350,HNW
2024-09-02,Desjardins Securities,35815,24350,0.2274,0.1799,7042902,7111427,0.97,8049,Retail
2024-09-02,Laurentian Bank,5845,41021,0.2465,0.1716,3380241,3412833,0.87,2555,Retail + Institutional
2024-09-02,HSBC Securities,12629,18344,0.1991,0.2287,3137462,3039317,0.82,1527,Retail
2024-09-02,GMP Securities,4194,16084,0.2018,0.2065,8577612,8627527,0.74,1167,HNW
2024-09-02,Credential Securities,44008,4404,0.2039,0.2221,1473039,1489000,0.88,7927,HNW
2024-09-02,PI Financial,14040,41011,0.1894,0.1907,9205923,9284849,0.75,9237,HNW
2024-09-02,Industrial Alliance,16379,46148,0.2202,0.2218,1227956,1261869,0.91,10855,Institutional
2024-09-02,Edward Jones,43779,14254,0.1543,0.2475,1511910,1504129,0.75,10088,Retail
2024-09-02,UBS Securities,26191,44472,0.158,0.179,6289791,6287838,0.97,11667,Institutional
2024-09-02,Goldman Sachs Canada,20543,7803,0.2427,0.1967,1108168,1193099,0.95,11199,HNW
2024-09-02,JP Morgan Canada,7668,3167,0.195,0.2351,4665675,4680393,0.99,7109,Institutional
2024-09-02,Morgan Stanley Canada,4059,28409,0.1665,0.1733,2585842,2644834,0.93,19506,HNW
2024-09-02,Merrill Lynch Canada,45586,12737,0.1725,0.1724,9520171,9470732,0.93,4741,Retail + Institutional
2024-09-02,Interactive Brokers Canada,21420,19920,0.1699,0.2105,7777241,7691672,0.9,4921,Retail
2024-09-03,RBC Capital Markets,2374,22837,0.1667,0.211,2462740,2534623,0.89,12796,Institutional
2024-09-03,CIBC World Markets,29246,29985,0.1971,0.2101,6849258,6881637,0.97,15040,Retail
2024-09-03,TD Securities,44828,7156,0.2488,0.1849,1846791,1826668,0.96,10936,HNW
2024-09-03,BMO Nesbitt Burns,38766,5060,0.1593,0.2181,9380580,9465649,0.89,13374,Institutional
2024-09-03,Scotia Capital,39210,25374,0.2334,0.2292,2120994,2193938,0.88,12918,Retail + Institutional
2024-09-03,National Bank Financial,33800,27079,0.2385,0.2083,2932703,2988473,0.97,16315,Institutional
2024-09-03,Canaccord Genuity,8344,6989,0.199,0.1789,6617516,6686413,0.88,8720,Institutional
2024-09-03,Raymond James,17832,26249,0.2343,0.1828,5656651,5669789,1.0,7366,HNW
2024-09-03,Desjardins Securities,21334,28890,0.2382,0.1602,4489550,4506672,0.75,19655,Retail
2024-09-03,Laurentian Bank,30114,37187,0.1826,0.1884,6043176,6044887,0.84,6165,Retail + Institutional
2024-09-03,HSBC Securities,3604,21739,0.2472,0.2398,1336058,1274784,0.92,1639,Institutional
2024-09-03,GMP Securities,9649,47606,0.2119,0.2215,6882327,6801663,0.75,5283,Retail + Institutional
2024-09-03,Credential Securities,41226,35734,0.2155,0.1521,9246597,9166995,0.91,3802,Retail
2024-09-03,PI Financial,41653,8677,0.2259,0.2353,3139360,3053816,0.91,12096,HNW
2024-09-03,Industrial Alliance,19356,31295,0.2339,0.1652,2029462,1948673,0.87,19613,Retail
2024-09-03,Edward Jones,3886,1600,0.2123,0.2261,4011788,4028861,0.76,5743,Retail + Institutional
2024-09-03,UBS Securities,10449,20873,0.1799,0.2406,5087395,5017872,0.79,14527,Institutional
2024-09-03,Goldman Sachs Canada,46690,13645,0.1877,0.1826,3688780,3592065,0.96,10076,HNW
2024-09-03,JP Morgan Canada,3343,40894,0.2161,0.2444,5227211,5177726,0.89,7109,Retail + Institutional
2024-09-03,Morgan Stanley Canada,14094,29729,0.1751,0.2031,5429326,5514927,0.84,15628,Retail
2024-09-03,Merrill Lynch Canada,15648,16342,0.1812,0.1567,8796130,8889898,0.87,10025,Retail + Institutional
2024-09-03,Interactive Brokers Canada,44932,16181,0.19,0.2347,3534821,3573073,0.83,8653,Retail + Institutional
2024-09-04,RBC Capital Markets,22228,16218,0.2271,0.2187,8906866,8907780,0.77,10538,Institutional
2024-09-04,CIBC World Markets,35517,36386,0.2433,0.2336,6771152,6702212,0.95,17311,HNW
2024-09-04,TD Securities,48103,44016,0.193,0.1947,7781115,7720912,0.72,12926,Institutional
2024-09-04,BMO Nesbitt Burns,22331,47824,0.2267,0.2355,7058174,7022655,0.81,9372,Institutional
2024-09-04,Scotia Capital,11105,47391,0.1943,0.169,1903595,1851827,0.92,17737,HNW
2024-09-04,National Bank Financial,5947,2768,0.1698,0.1623,5004519,5041605,0.75,9088,HNW
2024-09-04,Canaccord Genuity,15197,28610,0.2064,0.2428,2955042,3044453,0.98,3543,Institutional
2024-09-04,Raymond James,37169,26899,0.2494,0.2297,5832181,5829228,0.93,11490,Retail + Institutional
2024-09-04,Desjardins Securities,21920,42235,0.2303,0.1652,1262414,1317925,0.86,7090,HNW
2024-09-04,Laurentian Bank,39821,43636,0.1553,0.1539,1629593,1548332,0.88,16482,Institutional
2024-09-04,HSBC Securities,4829,15440,0.2383,0.1793,9232422,9148081,0.84,2628,Institutional
2024-09-04,GMP Securities,8552,10656,0.2302,0.1679,3639945,3566948,0.74,10496,Retail
2024-09-04,Credential Securities,33701,23111,0.2341,0.2117,5437712,5486869,0.73,6920,Retail + Institutional
2024-09-04,PI Financial,34461,23776,0.2404,0.1916,4823126,4828376,0.94,2194,Retail
2024-09-04,Industrial Alliance,11108,19188,0.2059,0.2452,8844945,8805790,0.75,2861,Institutional
2024-09-04,Edward Jones,16918,2552,0.2254,0.1585,8753031,8684535,0.96,17451,Retail
2024-09-04,UBS Securities,31221,18723,0.2442,0.2387,2800569,2777273,0.87,17338,HNW
2024-09-04,Goldman Sachs Canada,26341,4928,0.1986,0.1872,1024339,1092284,0.76,7119,HNW
2024-09-04,JP Morgan Canada,2655,43962,0.1687,0.1716,7765869,7778726,0.87,8387,Retail
2024-09-04,Morgan Stanley Canada,1313,17196,0.2304,0.1911,7454673,7429464,0.84,12239,Institutional
2024-09-04,Merrill Lynch Canada,6663,16728,0.1807,0.1712,8399761,8315850,0.96,3341,Institutional
2024-09-04,Interactive Brokers Canada,32003,39830,0.1697,0.24,8067290,8016676,0.71,5601,Retail + Institutional
2024-09-05,RBC Capital Markets,41246,33031,0.2179,0.232,2269406,2216974,0.95,14450,Institutional
2024-09-05,CIBC World Markets,30054,48467,0.1737,0.176,3898894,3900643,0.98,8941,Institutional
2024-09-05,TD Securities,42938,42664,0.1846,0.1734,9568149,9496880,0.71,5999,Institutional
2024-09-05,BMO Nesbitt Burns,6195,9951,0.2179,0.1678,6053530,5974644,0.94,8256,Retail
2024-09-05,Scotia Capital,1067,13938,0.1996,0.1685,6994036,6911486,0.91,4164,Retail + Institutional
2024-09-05,National Bank Financial,41621,33305,0.1865,0.2448,9043071,9021152,0.93,17819,Retail + Institutional
2024-09-05,Canaccord Genuity,17024,4404,0.2373,0.2108,8268369,8300848,0.9,6709,Institutional
2024-09-05,Raymond James,49325,4974,0.1709,0.2427,4500221,4553094,0.76,1088,Institutional
2024-09-05,Desjardins Securities,3575,12978,0.1705,0.1683,2346220,2311680,0.9,4482,Retail + Institutional
2024-09-05,Laurentian Bank,47273,41322,0.1777,0.1971,7308758,7363642,0.91,11629,Institutional
2024-09-05,HSBC Securities,20637,47903,0.1665,0.1856,8042904,8119569,0.85,10135,Institutional
2024-09-05,GMP Securities,43155,45279,0.2317,0.2068,2004444,2034572,0.88,15143,Institutional
2024-09-05,Credential Securities,31736,14771,0.1682,0.1946,8335333,8295910,0.91,6909,Retail + Institutional
2024-09-05,PI Financial,46415,39003,0.2393,0.1719,7142468,7070507,0.86,9158,Retail
2024-09-05,Industrial Alliance,21391,39967,0.2076,0.2378,8888186,8964526,0.97,8072,Retail
2024-09-05,Edward Jones,45708,44595,0.2034,0.208,5837983,5795711,0.8,15215,Retail + Institutional
2024-09-05,UBS Securities,12826,2649,0.2409,0.2342,7675502,7686859,0.81,17671,Retail + Institutional
2024-09-05,Goldman Sachs Canada,25229,45041,0.1802,0.2193,4320834,4247871,0.84,16113,Institutional
2024-09-05,JP Morgan Canada,19834,38863,0.212,0.1661,6934960,6957747,0.74,10180,Retail
2024-09-05,Morgan Stanley Canada,19816,1855,0.173,0.2077,1546058,1488013,0.89,1612,Retail + Institutional
2024-09-05,Merrill Lynch Canada,23578,2867,0.2109,0.1798,1764427,1855227,0.78,17753,Institutional
